flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [496, 1, 1024, 4096](b, h, d, r), [count]: 344
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 256, 4096](batch, M, N, K), [count]: 215
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1, 2048, 4096](batch, M, N, K), [count]: 189
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1, 512, 4096](batch, M, N, K), [count]: 189
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1, 1024, 4096](batch, M, N, K), [count]: 180
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16384, 2048, 4096](batch, M, N, K), [count]: 168
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16384, 512, 4096](batch, M, N, K), [count]: 168
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16384, 1024, 4096](batch, M, N, K), [count]: 160
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 2048, 4096](batch, M, N, K), [count]: 105
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 512, 4096](batch, M, N, K), [count]: 105
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 1024, 4096](batch, M, N, K), [count]: 100
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 205, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 35, 256, 4096](batch, M, N, K), [count]: 86
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1028, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 121, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 129, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 138, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 142, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 161, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 167, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 20, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 262, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 274, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 36, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 37, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 3805, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 52, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 53, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 54, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 58, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 67, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 68, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 69, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 84, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 86, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 90, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 205, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 205, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 35, 2048, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 35, 512, 4096](batch, M, N, K), [count]: 42
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 205, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 35, 1024, 4096](batch, M, N, K), [count]: 40
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1028, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1028, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 121, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 121, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 129, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 129, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 138, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 138, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 142, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 142, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 161, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 161, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 167, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 167, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 20, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 20, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 262, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 262, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 274, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 274, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 36, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 36, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 37, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 37, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 3805, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 3805, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 52, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 52, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 53, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 53, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 54, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 54, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 58, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 58, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 67, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 67, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 68, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 68, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 69, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 69, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 84, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 84, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 86, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 86, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 90, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 90, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1028, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 121, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 129, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 138, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 142, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 161, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 167, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 20, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 262, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 274, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 36, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 37, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 3805, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 52, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 53, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 54, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 58, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 67, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 68, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 69, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 84, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 86, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 90, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.mm.general_mm, [shape info]: [-, 100, 64, 4096](batch, M, N, K), [count]: 106911
flag_gems.ops.mm.general_mm, [shape info]: [-, 100, 16160, 4096](batch, M, N, K), [count]: 5096
flag_gems.ops.mm.general_mm, [shape info]: [-, 100, 4, 16384](batch, M, N, K), [count]: 5091
flag_gems.ops.mm.general_mm, [shape info]: [-, 99, 64, 4096](batch, M, N, K), [count]: 210
flag_gems.ops.mm.general_mm, [shape info]: [-, 16384, 64, 4096](batch, M, N, K), [count]: 168
flag_gems.ops.mm.general_mm, [shape info]: [-, 1, 64, 4096](batch, M, N, K), [count]: 105
flag_gems.ops.mm.general_mm, [shape info]: [-, 4, 64, 4096](batch, M, N, K), [count]: 105
flag_gems.ops.mm.general_mm, [shape info]: [-, 1028, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 105, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 117, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 13, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 155, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 158, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 184, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 196, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 20, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 2048, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 214, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 223, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 260, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 264, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 28, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 29, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 32, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 36, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 38, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 3805, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 41, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 52, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 68, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 70, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 73, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 84, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 92, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 96, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 1, 16160, 4096](batch, M, N, K), [count]: 10
flag_gems.ops.mm.general_mm, [shape info]: [-, 99, 16160, 4096](batch, M, N, K), [count]: 10
flag_gems.ops.mm.general_mm, [shape info]: [-, 99, 4, 16384](batch, M, N, K), [count]: 10
flag_gems.ops.mm.general_mm, [shape info]: [-, 16384, 4, 16384](batch, M, N, K), [count]: 8
flag_gems.ops.mm.general_mm, [shape info]: [-, 1, 4, 16384](batch, M, N, K), [count]: 5
flag_gems.ops.mm.general_mm, [shape info]: [-, 4, 4, 16384](batch, M, N, K), [count]: 5
flag_gems.ops.mm.general_mm, [shape info]: [-, 2048, 16160, 4096](batch, M, N, K), [count]: 2
flag_gems.ops.mm.general_mm, [shape info]: [-, 4, 16160, 4096](batch, M, N, K), [count]: 2
flag_gems.ops.mm.general_mm, [shape info]: [-, 68, 16160, 4096](batch, M, N, K), [count]: 2
flag_gems.ops.mm.general_mm, [shape info]: [-, 1028, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 105, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 117, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 13, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 155, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 158, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 17, 16160, 4096](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 184, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 196, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 20, 16160, 4096](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 20, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 2048, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 214, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 223, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 260, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 264, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 27, 16160, 4096](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 28, 16160, 4096](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 28, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 29, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.mm.general_mm, [shape info]: [-, 30, 16160, 4096](batch, M, N, K), [count]: 1
