flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [496, 1, 1024, 4096](b, h, d, r), [count]: 344
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [416, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [432, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [448, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [464, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [48, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [480, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [56, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [64, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [72, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [8, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [80, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [88, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [96, 1, 1024, 4096](b, h, d, r), [count]: 172
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [16384, 1, 1024, 4096](b, h, d, r), [count]: 123
flag_gems.ops.fp8_einsum.fp8_einsum, [shape info]: [2048, 1, 1024, 4096](b, h, d, r), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1, 256, 4096](batch, M, N, K), [count]: 1320814
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1, 2048, 4096](batch, M, N, K), [count]: 645088
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1, 512, 4096](batch, M, N, K), [count]: 644973
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 1, 1024, 4096](batch, M, N, K), [count]: 614317
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 256, 4096](batch, M, N, K), [count]: 215
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16384, 256, 4096](batch, M, N, K), [count]: 123
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 2048, 4096](batch, M, N, K), [count]: 105
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 512, 4096](batch, M, N, K), [count]: 105
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 4, 1024, 4096](batch, M, N, K), [count]: 100
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16384, 2048, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16384, 512, 4096](batch, M, N, K), [count]: 60
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 16384, 1024, 4096](batch, M, N, K), [count]: 58
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 256, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 2048, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 512, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.router_gemm.splitk_mm, [shape info]: [-, 2048, 1024, 4096](batch, M, N, K), [count]: 20
flag_gems.ops.mm.general_mm, [shape info]: [-, 1, 64, 4096](batch, M, N, K), [count]: 645015
flag_gems.ops.mm.general_mm, [shape info]: [-, 1, 16160, 4096](batch, M, N, K), [count]: 30722
flag_gems.ops.mm.general_mm, [shape info]: [-, 1, 4, 16384](batch, M, N, K), [count]: 30715
flag_gems.ops.mm.general_mm, [shape info]: [-, 4, 64, 4096](batch, M, N, K), [count]: 105
flag_gems.ops.mm.general_mm, [shape info]: [-, 16384, 64, 4096](batch, M, N, K), [count]: 84
flag_gems.ops.mm.general_mm, [shape info]: [-, 2048, 64, 4096](batch, M, N, K), [count]: 21
flag_gems.ops.mm.general_mm, [shape info]: [-, 4, 4, 16384](batch, M, N, K), [count]: 5
flag_gems.ops.mm.general_mm, [shape info]: [-, 16384, 4, 16384](batch, M, N, K), [count]: 4
flag_gems.ops.mm.general_mm, [shape info]: [-, 2048, 16160, 4096](batch, M, N, K), [count]: 2
flag_gems.ops.mm.general_mm, [shape info]: [-, 2048, 4, 16384](batch, M, N, K), [count]: 1
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 4096, 1024](batch, M, N, K), [count]: 2641490
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 1536, 4096](batch, M, N, K), [count]: 1320745
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 4096, 256](batch, M, N, K), [count]: 1320745
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 512, 4096](batch, M, N, K), [count]: 1320745
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 8192, 1024](batch, M, N, K), [count]: 645015
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 4096, 1024](batch, M, N, K), [count]: 430
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16384, 4096, 1024](batch, M, N, K), [count]: 344
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 1536, 4096](batch, M, N, K), [count]: 215
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 4096, 256](batch, M, N, K), [count]: 215
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 512, 4096](batch, M, N, K), [count]: 215
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16384, 1536, 4096](batch, M, N, K), [count]: 172
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16384, 4096, 256](batch, M, N, K), [count]: 172
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16384, 512, 4096](batch, M, N, K), [count]: 172
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 8192, 1024](batch, M, N, K), [count]: 105
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 4096, 1024](batch, M, N, K), [count]: 86
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16384, 8192, 1024](batch, M, N, K), [count]: 84
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 1536, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 4096, 256](batch, M, N, K), [count]: 43
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 512, 4096](batch, M, N, K), [count]: 43
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 8192, 1024](batch, M, N, K), [count]: 21
